run_id,model,tool,config,model_params,duration,success,accuracy,precision,recall,f1_score
136,tcn,pneumatic_rivet_gun,"{'batch_size': 32, 'epochs': 20, 'learning_rate': 0.0001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 1.0, 'gradient_clip': 2.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [128, 64, 32], 'kernel_size': 3, 'dropout': 0.3}",54.431405544281006,True,0.7083,0.2361,0.3333,0.2764
137,tcn,pneumatic_rivet_gun,"{'batch_size': 32, 'epochs': 50, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.1, 'temperature': 0.3}, 'data_balancing': ['resample'], 'l1_lambda': 0.0, 'gradient_clip': 1.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 64, 32], 'kernel_size': 3, 'dropout': 0.3}",51.93507480621338,True,0.25,0.0833,0.3333,0.1333
138,tcn,pneumatic_rivet_gun,"{'batch_size': 32, 'epochs': 50, 'learning_rate': 0.005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': [], 'l1_lambda': 0.0, 'gradient_clip': 1.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}",50.98106575012207,True,0.4583,0.2037,0.2157,0.2095
139,tcn,pneumatic_rivet_gun,"{'batch_size': 64, 'epochs': 30, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.1, 'temperature': 0.3}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 1.0, 'gradient_clip': 5.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [64, 128, 64], 'kernel_size': 4, 'dropout': 0.1}",57.92951989173889,True,0.5,0.3124,0.549,0.3
140,tcn,pneumatic_rivet_gun,"{'batch_size': 64, 'epochs': 100, 'learning_rate': 0.005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.1, 'temperature': 0.3}, 'data_balancing': ['augment'], 'l1_lambda': 1.0, 'gradient_clip': 5.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 64, 32], 'kernel_size': 3, 'dropout': 0.2}",53.722768783569336,True,0.75,0.4608,0.4608,0.4608
141,tcn,pneumatic_rivet_gun,"{'batch_size': 64, 'epochs': 50, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [64, 64, 64], 'kernel_size': 3, 'dropout': 0.2}",53.48515748977661,True,0.4167,0.1961,0.1961,0.1961
145,tcn,pneumatic_rivet_gun,"{'batch_size': 32, 'epochs': 75, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 64, 128], 'kernel_size': 4, 'dropout': 0.3}",63.23910403251648,True,0.625,0.5598,0.7157,0.6
147,tcn,pneumatic_rivet_gun,"{'batch_size': 64, 'epochs': 50, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['focal_loss', 'weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [128, 64, 32], 'kernel_size': 3, 'dropout': 0.2}",60.32763433456421,True,0.3333,0.5833,0.6503,0.4206
148,tcn,pneumatic_rivet_gun,"{'batch_size': 32, 'epochs': 75, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [128, 64, 32], 'kernel_size': 3, 'dropout': 0.2}",68.39416265487671,True,0.625,0.5598,0.7157,0.6
149,tcn,pneumatic_rivet_gun,"{'batch_size': 128, 'epochs': 30, 'learning_rate': 0.002, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [128, 64, 32], 'kernel_size': 3, 'dropout': 0.2}",64.50758051872253,True,0.5833,0.4598,0.6601,0.4667
151,tcn,pneumatic_screwdriver,"{'batch_size': 16, 'epochs': 30, 'learning_rate': 0.0001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': ['oversample'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",36.50127625465393,True,0.0141,0.002,0.1429,0.004
152,tcn,pneumatic_screwdriver,"{'batch_size': 16, 'epochs': 50, 'learning_rate': 0.0001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",34.96721029281616,True,0.0141,0.002,0.1429,0.004
154,tcn,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 50, 'learning_rate': 0.0001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.1, 'threshold': 0.8}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",39.68122577667236,True,0.3592,0.1047,0.1511,0.0896
155,tcn,pneumatic_screwdriver,"{'batch_size': 16, 'epochs': 30, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.1, 'threshold': 0.8}, 'data_balancing': ['focal_loss'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}, 'focal_loss_gamma': np.float64(2.0)}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",37.81940531730652,True,0.169,0.0878,0.2714,0.1204
156,tcn,pneumatic_screwdriver,"{'batch_size': 16, 'epochs': 50, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': [], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",32.68271827697754,True,0.0141,0.002,0.1429,0.004
157,tcn,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 30, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.25, 'threshold': 0.9}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",39.041714906692505,True,0.4577,0.2917,0.2905,0.2174
158,tcn,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 50, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.25, 'threshold': 0.9}, 'data_balancing': ['focal_loss'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}, 'focal_loss_gamma': np.float64(2.5)}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",45.64111661911011,True,0.1338,0.1284,0.2286,0.1202
159,tcn,pneumatic_screwdriver,"{'batch_size': 16, 'epochs': 30, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': ['oversample'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",36.74222373962402,True,0.0141,0.002,0.1429,0.004
160,tcn,pneumatic_screwdriver,"{'batch_size': 16, 'epochs': 50, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",35.64957594871521,True,0.0141,0.002,0.1429,0.004
161,tcn,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 30, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.25, 'threshold': 0.9}, 'data_balancing': ['oversample'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [128, 64, 32], 'kernel_size': 2, 'dropout': 0.1}",51.7538959980011,True,0.4577,0.3627,0.3894,0.3132
162,tcn,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 30, 'learning_rate': 0.0001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.1, 'temperature': 0.3}, 'data_balancing': ['focal_loss', 'weighted_sampling'], 'l1_lambda': 0.0, 'gradient_clip': 1.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}, 'focal_loss_gamma': np.float64(1.0)}","{'num_channels': [64, 128, 64], 'kernel_size': 2, 'dropout': 0.1}",52.1376256942749,True,0.0704,0.0186,0.2571,0.0345
163,tcn,pneumatic_screwdriver,"{'batch_size': 128, 'epochs': 50, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['resample'], 'l1_lambda': 0.5, 'gradient_clip': 1.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [64, 128, 64], 'kernel_size': 4, 'dropout': 0.1}",46.97385835647583,True,0.4296,0.1469,0.2732,0.188
164,tcn,pneumatic_screwdriver,"{'batch_size': 64, 'epochs': 50, 'learning_rate': 0.0001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.25, 'threshold': 0.9}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.5, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.4}",56.9458110332489,True,0.2535,0.0848,0.3464,0.118
166,tcn,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 20, 'learning_rate': 0.0001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 1.0, 'gradient_clip': 2.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [128, 64, 32], 'kernel_size': 3, 'dropout': 0.3}",38.21509289741516,True,0.0141,0.002,0.1429,0.004
167,tcn,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 50, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.1, 'temperature': 0.3}, 'data_balancing': ['resample'], 'l1_lambda': 0.0, 'gradient_clip': 1.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 64, 32], 'kernel_size': 3, 'dropout': 0.3}",50.98358654975891,True,0.4366,0.2061,0.294,0.2276
168,tcn,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 50, 'learning_rate': 0.005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': [], 'l1_lambda': 0.0, 'gradient_clip': 1.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}",58.53347826004028,True,0.5141,0.2688,0.279,0.2647
169,tcn,pneumatic_screwdriver,"{'batch_size': 64, 'epochs': 30, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.1, 'temperature': 0.3}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 1.0, 'gradient_clip': 5.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [64, 128, 64], 'kernel_size': 4, 'dropout': 0.1}",71.45595455169678,True,0.162,0.2514,0.2526,0.1529
170,tcn,pneumatic_screwdriver,"{'batch_size': 64, 'epochs': 100, 'learning_rate': 0.005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.1, 'temperature': 0.3}, 'data_balancing': ['augment'], 'l1_lambda': 1.0, 'gradient_clip': 5.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 64, 32], 'kernel_size': 3, 'dropout': 0.2}",64.64050650596619,True,0.4507,0.3048,0.2948,0.2575
171,tcn,pneumatic_screwdriver,"{'batch_size': 64, 'epochs': 50, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [64, 64, 64], 'kernel_size': 3, 'dropout': 0.2}",55.63344144821167,True,0.4225,0.2862,0.3119,0.2572
175,tcn,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 75, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 64, 128], 'kernel_size': 4, 'dropout': 0.3}",99.3530855178833,True,0.4577,0.4868,0.4539,0.3978
177,tcn,pneumatic_screwdriver,"{'batch_size': 64, 'epochs': 50, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['focal_loss', 'weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [128, 64, 32], 'kernel_size': 3, 'dropout': 0.2}",55.30172419548035,True,0.0634,0.0633,0.181,0.065
178,tcn,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 75, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [128, 64, 32], 'kernel_size': 3, 'dropout': 0.2}",103.59994792938232,True,0.507,0.4684,0.5214,0.4414
179,tcn,pneumatic_screwdriver,"{'batch_size': 128, 'epochs': 30, 'learning_rate': 0.002, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [128, 64, 32], 'kernel_size': 3, 'dropout': 0.2}",69.74612307548523,True,0.493,0.4239,0.3418,0.3009
